cycle,capacity_Ah_sim,soh_sim
230,5.014546835568213,0.9841383989105806
231,5.014345858714253,0.9840989558570487
232,5.014140032065045,0.9840585609987201
233,5.0139473043488,0.9840207368937092
234,5.0137437669596485,0.9839807913179978
235,5.013544750340097,0.9839417329735961
236,5.0133513580860924,0.9839037784485994
237,5.0131474505340075,0.9838637602259335
238,5.012956036638156,0.9838261939669732
239,5.012758417739262,0.9837874099346111
240,5.01255782923146,0.9837480430966133
241,5.012369521410591,0.98371108642567
242,5.012168981441891,0.9836717291137962
243,5.011974557662528,0.9836335721450397
244,5.0117747566493795,0.9835943598581415
245,5.011583438612424,0.9835568124121316
246,5.0113887413560505,0.9835186017716805
247,5.011193164161627,0.983480218437494
248,5.0110014131683736,0.9834425860209112
249,5.0108075713083,0.9834045432577124
250,5.010608598218332,0.9833654934562831
251,5.010419810445026,0.9833284425914597
252,5.010223894404558,0.9832899927564677
253,5.01004202623344,0.9832542999099142
254,5.009842021969107,0.98321504773361
255,5.009657498480645,0.9831788337632451
256,5.009456213237649,0.9831393301862994
257,5.00926769594607,0.9831023324053264
258,5.009087134299919,0.9830668959730475
259,5.0088937055702205,0.9830289342894516
260,5.008693402747237,0.9829896235190128
261,5.008515630054626,0.9829547344375438
262,5.008314994488671,0.9829153583640683
263,5.008137243841069,0.9828804736090798
264,5.0079467880476995,0.9828430953841483
265,5.007759302602724,0.9828063001099815
266,5.007578118597037,0.9827707415354756
267,5.007384037141157,0.9827326517499954
268,5.00719727639148,0.9826959987021342
269,5.007006279993247,0.9826585143798776
270,5.006823557039128,0.9826226537764359
271,5.006638064320209,0.9825862495881029
272,5.006451552967969,0.9825496454861589
273,5.006265862623461,0.9825132025124804
274,5.006080894249083,0.9824769012302752
275,5.005900401155905,0.9824414782519766
276,5.005711694318009,0.9824044432712693
277,5.005526374021686,0.9823680729220255
278,5.005343248055835,0.9823321332248324
279,5.00516099177086,0.9822963642083352
280,5.004967786218829,0.9822584463248513
281,5.004801094953036,0.9822257320476075
282,5.0046045228274325,0.982187153451514
283,5.004427849541908,0.9821524801360484
284,5.004245101900402,0.9821166146875415
285,5.004060028208196,0.9820802927360072
286,5.0038834473786995,0.9820456375656563
287,5.003699897473043,0.9820096146674371
288,5.003515036561458,0.9819733344755247
289,5.003337957299689,0.9819385814845024
290,5.003160967123538,0.9819038459771292
291,5.0029728459610805,0.981866925939149
292,5.002792568028001,0.9818315451874605
293,5.002617391641597,0.9817971656484722
294,5.002439378814923,0.9817622294390852
295,5.002258512111533,0.9817267331372802
296,5.002074178835565,0.9816905564973912
297,5.001900836724516,0.9816565369472253
298,5.001722659250349,0.9816215684246652
299,5.001540537173261,0.9815858257473646
300,5.0013653088337975,0.9815514360122404
301,5.001185118752167,0.981516072501987
302,5.001007161822686,0.9814811472627986
303,5.0008326441448645,0.9814468969997808
304,5.000657887096962,0.9814125997587816
305,5.000481712946336,0.9813780244018827
306,5.000308077753495,0.9813439473324523
307,5.000133258770804,0.9813096379363361
308,4.999949104916994,0.9812734965092472
309,4.999778379881494,0.9812399905776845
310,4.999603449705518,0.9812056593591414
311,4.999420450601946,0.98116974455952
312,4.9992541996713085,0.9811371167009996
313,4.999074513576028,0.9811018521014426
314,4.998905336205654,0.9810686499095256
315,4.998724980094711,0.9810332538149078
316,4.998555107508897,0.9809999151823048
317,4.998385398919539,0.9809666087351044
318,4.998210511842199,0.9809322859749574
319,4.998038371845687,0.98089850234782
320,4.997864729042477,0.9808644237848038
321,4.997692622801183,0.980830646782354
322,4.997520835974576,0.9807969324671757
323,4.997345235219045,0.9807624696429041
324,4.997176101059567,0.9807292759314148
325,4.996999827828468,0.9806946811293092
326,4.996834862084646,0.9806623054973084
327,4.99666344303603,0.9806286633610237
328,4.996488056606659,0.9805942425996964
329,4.996320967408255,0.9805614502255129
330,4.996140950357053,0.98052612067364
331,4.995976687258688,0.9804938829405155
332,4.995809103942694,0.9804609935924459
333,4.995640839510873,0.9804279705708339
334,4.995469774232566,0.9803943978643416
335,4.995311934100553,0.9803634206813784
336,4.995138233809139,0.9803293308359171
337,4.994958462227261,0.980294049459043
338,4.994800901327165,0.9802631270772133
339,4.994623850523854,0.980228379671354
340,4.994468227683358,0.9801978376467002
341,4.99428733221935,0.9801623357004313
342,4.994126213602769,0.9801307150929156
343,4.993952618851934,0.9800966459605
344,4.993786344250321,0.9800640134563919
345,4.993614889025304,0.9800303642202464
346,4.993455401181645,0.979999063662838
347,4.993284461869336,0.9799655156780163
348,4.9931223850805955,0.9799337070227974
349,4.992951721003488,0.9799002130547273
350,4.992788188554071,0.9798681187163522
351,4.9926274356422145,0.9798365698808378
352,4.992460893614756,0.9798038848926167
353,4.9922965430232,0.9797716299883676
354,4.992130411104658,0.9797390254867681
355,4.991963720146601,0.9797063112699196
356,4.991797291795825,0.9796736485915087
357,4.991640068985737,0.9796427925621076
358,4.9914642297619976,0.9796082829368531
359,4.991307398341518,0.9795775037202836
360,4.991135762646486,0.979543819065689
361,4.990982127392007,0.9795136671181018
362,4.9908076266157435,0.9794794201721281
363,4.990653593667309,0.9794491901744389
364,4.990490559358432,0.9794171935994807
365,4.990326111873621,0.9793849196792813
366,4.990171045463182,0.9793544868577526
367,4.990001376574723,0.9793211882021197
368,4.989838376754006,0.979289198395694
369,4.98967113858769,0.97925637678556
370,4.989514689553487,0.9792256726148582
371,4.989353546773923,0.9791940472651952
372,4.989202131493234,0.9791643310023315
373,4.989030826922229,0.9791307113330447
374,4.98888174324173,0.9791014526623331
375,4.988709750909307,0.9790676980152622
376,4.988542773501603,0.9790349275807522
377,4.988377612481021,0.9790025136243793
378,4.988227207904167,0.9789729957189118
379,4.988066290680716,0.9789414146361466
380,4.98790697342393,0.9789101475575543
381,4.987743342384186,0.9788780338701673
382,4.987586125589935,0.9788471790214143
383,4.987429997998214,0.9788165379359524
384,4.987268697134479,0.9787848815612121
385,4.98710563340931,0.9787528792131094
386,4.986957817973804,0.9787238694439712
387,4.986796082588295,0.9786921277914229
388,4.986630020130844,0.9786595369220276
389,4.986475030043796,0.9786291190794755
390,4.986319408880396,0.9785985773839629
391,4.986154148962592,0.9785661440183477
392,4.985997539364417,0.9785354083358913
393,4.985834682567384,0.978503446598821
394,4.9856869883732005,0.9784744606241044
395,4.985523945221109,0.9784424623136061
396,4.985371696838635,0.9784125825489377
397,4.985215226593142,0.9783818742153783
398,4.9850623274742105,0.9783518667393223
399,4.9848970903682055,0.9783194378506755
400,4.9847478884206415,0.9782901559692604
401,4.984589439872302,0.9782590593805185
402,4.984433146097143,0.9782283856804439
403,4.984277051495958,0.9781977510695954
404,4.98412327308251,0.9781675710261019
405,4.9839670586753515,0.9781369129025288
406,4.983810875941648,0.9781062609950835
407,4.9836593446068465,0.978076521955823
408,4.983501086850417,0.9780454628112711
409,4.983341949341836,0.9780142310094678
410,4.983194887083778,0.9779853690564478
411,4.983033167202418,0.9779536304466925
412,4.982882434885357,0.9779240482200147
413,4.982728570320248,0.9778938512686807
414,4.9825741555463825,0.9778635463351936
415,4.982417590220028,0.9778328193413782
416,4.982266439666814,0.9778031550330544
417,4.982109145241206,0.9777722849486278
418,4.9819562729550935,0.9777422827386921
419,4.9818062579507005,0.9777128412894293
420,4.981647074404277,0.977681600452391
421,4.981498807963347,0.9776525021704179
422,4.98134757175511,0.9776228210517223
423,4.98118843412523,0.9775915892261133
424,4.981045664600429,0.9775635697507432
425,4.980891456586336,0.977533305395246
426,4.98073877291678,0.9775033402025729
427,4.980580264862959,0.9774722319354817
428,4.9804352951499835,0.9774437806584478
429,4.980284069838992,0.9774141016784095
430,4.980133989478515,0.9773846474025774
431,4.979980240048654,0.977354473047307
432,4.979830248032662,0.9773250361096717
433,4.979680312226016,0.977295610203497
434,4.97952148730471,0.9772644397490399
435,4.979378291195617,0.9772363365536457
436,4.979226800772131,0.977206605543505
437,4.979078777646537,0.977177555013796
438,4.97892758915851,0.977147883260511
439,4.978771338714213,0.9771172180644083
440,4.978628210074231,0.977089128110279
441,4.978467821132194,0.9770576507062793
442,4.9783267022869255,0.9770299551878221
443,4.978171711696372,0.9769995372464536
444,4.978026901710451,0.9769711173169239
445,4.977879976047069,0.9769422821715236
446,4.977725697251258,0.9769120039246404
447,4.977594261404875,0.9768862087595617
448,4.977426736830003,0.9768533309398304
449,4.977276628797056,0.9768238712330909
450,4.977138787448844,0.9767968189453805
451,4.976984755534938,0.9767665891507243
452,4.976830651231886,0.9767363451492136
453,4.976696269170904,0.9767099717697889
454,4.976546688210849,0.9766806155046341
455,4.976395800772561,0.9766510028343767
456,4.97624588860301,0.9766215815671402
457,4.976101037570255,0.9765931535818944
458,4.975953915235943,0.9765642798385069
459,4.975802804385986,0.9765346233222133
460,4.975651637134146,0.9765049557366724
461,4.975511481054577,0.9764774491674313
462,4.975374279871655,0.9764505225164464
463,4.975223894808908,0.9764210084407531
464,4.975071538303351,0.9763911074562057
465,4.974926384726423,0.9763626200946398
466,4.974782771363073,0.9763344350103035
467,4.974633019371625,0.9763050451790923
468,4.974471164825165,0.9762732801404094
469,4.97433481511725,0.9762465205970967
470,4.9741990172258435,0.9762198693514694
471,4.974045325489598,0.9761897063189575
472,4.973908134493387,0.9761627816671826
473,4.973753582385424,0.976132449780959
474,4.973611315101404,0.9761045288737058
475,4.973472801390299,0.976077344630275
476,4.9733273353852265,0.9760487959525933
477,4.973174085319378,0.9760187196008546
478,4.9730288147174315,0.975990209272345
479,4.972891896207724,0.9759633380978714
480,4.972744763451336,0.975934462309082
481,4.9725956159867115,0.9759051911203085
482,4.972452086578133,0.9758770225126582
483,4.972317023980764,0.9758505155734101
484,4.972171640453272,0.975821983082506
485,4.972022567130584,0.9757927264445841
486,4.971884353476146,0.9757656010892836
487,4.971740593817683,0.9757373872935513
488,4.971599584876078,0.9757097133444242
489,4.971455247498322,0.975681386167412
490,4.971304158703143,0.9756517339795161
491,4.971166907170258,0.9756247974470137
492,4.971025968083186,0.9755971372073065
493,4.9708817512737085,0.9755688336926261
494,4.970741191662973,0.9755412479276914
495,4.970602220980313,0.9755139740005323
496,4.970451544462383,0.9754844027248077
497,4.970316518847209,0.975457903043563
498,4.970174499312362,0.9754300307587441
499,4.970033768961967,0.9754024114850076
500,4.96989271069734,0.9753747278559071
